series_id,title,popularity,frequency
A463RC1Q027SBEA,Corporate profits with inventory valuation and capital consumption adjustments: Domestic industries: Nonfinancial,20,Quarterly
RGDPNATHA666NRUG,Real GDP at Constant National Prices for Thailand,20,Annual
A068RC1,Personal outlays,20,Monthly
USGOVFEDMILRGSP,Real Gross Domestic Product: Military in the United States,20,Annual
DPCERE1A156NBEA,Shares of gross domestic product: Personal consumption expenditures,20,Annual
DPCCRAM1M225NBEA,Real Personal Consumption Expenditures: PCE excluding food and energy,20,Monthly
A067RX1A020NBEA,Real disposable personal income,20,Annual
CPALTT01CAQ659N,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for Canada",20,Quarterly
IR3TIB01DKM156N,Interest Rates: 3-Month or 90-Day Rates and Yields: Interbank Rates: Total for Denmark,20,Monthly
RTFPNAIDA632NRUG,Total Factor Productivity at Constant National Prices for Indonesia,20,Annual
NAEXKP01GBQ657S,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for United Kingdom,20,Quarterly
NA000308Q,Federal government current expenditures: Interest payments,20,Quarterly
INDEPUINDXM,Economic Policy Uncertainty Index for India,20,Monthly
ACTLISCOU36540,"Housing Inventory: Active Listing Count in Omaha-Council Bluffs, NE-IA (CBSA)",20,Monthly
A067RC1A027NBEA,Disposable personal income,20,Annual
ETHNGDPRPCPPPT,Real Gross Domestic Product for Ethiopia,20,Annual
GGGDTABRA188N,General government gross debt for Brazil,20,Annual
SLCE,State and Local Consumption Expenditures & Gross Investment,20,Quarterly
NJPCPI,Per Capita Personal Income in New Jersey,20,Annual
MNRQGSP,Real Gross Domestic Product: All Industry Total in Minnesota,20,Quarterly
A261RO1Q156NBEA,Real Gross Domestic Income,20,Quarterly
RGDPNABDA666NRUG,Real GDP at Constant National Prices for Bangladesh,20,Annual
KWTPZPIOILBEGUSD,Breakeven Fiscal Oil Price for Kuwait,20,Annual
MEDLISPRIPERSQUFEE12086,"Housing Inventory: Median Listing Price per Square Feet in Miami-Dade County, FL",20,Monthly
ACTLISCOU16860,"Housing Inventory: Active Listing Count in Chattanooga, TN-GA (CBSA)",20,Monthly
MSNGSP,Gross Domestic Product: All Industry Total in Mississippi,20,Annual
AKNGSP,Gross Domestic Product: All Industry Total in Alaska,20,Annual
BBKMCY,Brave-Butters-Kelley Cycle Component of GDP,20,Monthly
GGGDTAAUA188N,General government gross debt for Australia,20,Annual
UZBPCPIPCHPT,Consumer Price Inflation for Uzbekistan,20,Annual
BUSFIXINVESTNOW,Nowcast for Real Gross Private Domestic Investment: Fixed Investment: Business,20,Quarterly
A255RX1Q020SBEA,Real imports of goods,20,Quarterly
CPALTT01CHM657N,Consumer Price Index: All Items: Total for Switzerland,20,Monthly
STICKCPIM159SFRBATL,Sticky Price Consumer Price Index,20,Monthly
CPALTT01BRM657N,Consumer Price Index: All Items: Total for Brazil,20,Monthly
CPALTT01JPM661S,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for Japan",20,Monthly
RTFPNASGA632NRUG,Total Factor Productivity at Constant National Prices for Singapore,20,Annual
PAKDGDPGDPPT,Total External Debt for Pakistan,20,Annual
XTNTVA01JPQ664S,International Merchandise Trade Statistics: Trade Balance: Commodities for Japan,20,Quarterly
LCEAMN01MXM661S,Hourly Earnings: Earnings: Economic Activity: Manufacturing: Total Economy for Mexico,19,Monthly
LFWA64TTKRM647N,Infra-Annual Labor Statistics: Working-Age Population Total: From 15 to 64 Years for Korea,19,Monthly
BOPSEXP,"Exports of Services, Balance of Payments Basis",19,Monthly
DNRGRC1M027SBEA,Personal consumption expenditures: Energy goods and services,19,Monthly
CCUSMA02DEM618N,Currency Conversions: US Dollar Exchange Rate: Average of Daily Rates: National Currency: USD for Germany,19,Monthly
NAEXKP01NZQ189S,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for New Zealand,19,Quarterly
NYWTOT,Total Wages and Salaries in New York,19,Quarterly
W055RC1,Personal current taxes,19,Monthly
MEDLISPRIPERSQUFEETX,Housing Inventory: Median Listing Price per Square Feet in Texas,19,Monthly
IRNNGDPMOMBD,"Crude Oil Production for Iran, Islamic Republic of",19,Annual
IRSTCI01KRM156N,Interest Rates: Immediate Rates (< 24 Hours): Call Money/Interbank Rate: Total for Korea,19,Monthly
IRLTLT01RUM156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Russia,19,Monthly
MEDLISPRI19740,"Housing Inventory: Median Listing Price in Denver-Aurora-Lakewood, CO (CBSA)",19,Monthly
INVCMRMT,Real Manufacturing and Trade Inventories,19,Monthly
HBPIGDQ188S,Federal Debt Held by Private Investors as Percent of Gross Domestic Product,19,Quarterly
AREDGDPGDPPT,Total External Debt for United Arab Emirates,19,Annual
INDBCAGDPBP6PT,Balance of Payments: Total Net Current Account for India,19,Annual
NC000349Q,Personal Consumption Expenditures,19,Quarterly
MEDLISPRI39580,"Housing Inventory: Median Listing Price in Raleigh, NC (CBSA)",19,Monthly
VANGSP,Gross Domestic Product: All Industry Total in Virginia,19,Annual
NGMP39580,"Total Gross Domestic Product for Raleigh, NC (MSA)",19,Annual
INDGDPRQPSMEI,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for India,19,Quarterly
FULLREMOTECURR,All Full-Time Wage and Salary Workers: Working Fully Remote,19,Monthly
LFWA64TTDEQ647S,Infra-Annual Labor Statistics: Working-Age Population Total: From 15 to 64 Years for Germany,19,Quarterly
FSDP,Final Sales to Domestic Purchasers,19,Quarterly
NGMP35380,"Total Gross Domestic Product for New Orleans-Metairie, LA (MSA)",19,Annual
CHNLORSGPNOSTSAM,Composite Leading Indicators: Reference Series (GDP) Normalized for China,19,Monthly
